"","Name","Birth_Date","Age","Birth_Place","Country","Height","Weight","Association","Class","Fighter_id","NickName","Feet","Inch"
"955","Paul Daley",1983-02-21,"35","Nottingham","England",11,"39","Spirit Dojo","Welterweight","Semtex","Semtex","5","9"
"956","Kevin Ferguson",1974-02-08,"2016-06-06","Miami, Florida","United States",16,"67","American Top Team","Heavyweight","Kimbo Slice","Kimbo Slice","6","2"
"957","James McSweeney",1980-10-24,"37","London, Greater London","England",18,"58","McSweeney Martial Arts","Light Heavyweight","The Hammer","The Hammer","6","4"
"958","Caol Uno",1975-05-08,"43","Yokosuka, Kanagawa","Japan",9,"20","Uno Dojo","Featherweight","character(0)","character(0)","5","7"
"959","Nick Osipczak",1984-12-30,"33","Nottingham, Nottinghamshire","England",15,"38","Team Rough House","Welterweight","Slick","Slick","6","1"
"960","Joe Stevenson",1982-06-15,"36","Victorville, California","United States",9,"29","Joe Stevenson's Cobra Kai","Lightweight","Daddy","Daddy","5","7"
"961","Tomasz Drwal",1982-01-22,"36","Krakow","Poland",15,"50","Szkola Walki Drwala","Middleweight","Gorilla","Gorilla","6","1"
"962","Eliot Marshall",1980-07-07,"38","Boulder, Colorado","United States",17,"57","Grudge Training Center","Light Heavyweight","The Fire","The Fire","6","3"
"963","Nate Quarry",1972-03-18,"46","Gresham, Oregon","United States",14,"50","Team Quest","Middleweight","Rock","Rock","6","0"
"964","Jake Rosholt",1982-02-09,"36","Dallas, Texas","United States",15,"57","Team Takedown","Light Heavyweight","character(0)","character(0)","6","1"
"965","Jesse Lennox",1982-03-10,"36","Cedar Rapids, Iowa","United States",11,"38","Miletich Martial Arts","Welterweight","The Ox","The Ox","5","9"
"966","Mark Coleman",1964-12-20,"53","Columbus, Ohio","United States",15,"57","Hammer House","Light Heavyweight","The Hammer","The Hammer","6","1"
"967","Shannon Gugerty",1981-12-30,"36","San Diego, California","United States",12,"20","Victory MMA","Featherweight","character(0)","character(0)","5","10"
"968","Brad Blackburn",1977-05-25,"41","Seattle, Washington","United States",12,"37","Victory Athletics","Welterweight","Bad","Bad","5","10"
"969","Jason Dent",1980-06-12,"38","Cincinnati, Ohio","United States",12,"31","GriffonRawl Thaiboxing & MMA Academy","Welterweight","Dynamite","Dynamite","5","10"
"970","Drew McFedries",1978-07-27,"40","Bettendorf, Iowa","United States",14,"50","Champions Gym","Middleweight","The Massacre","The Massacre","6","0"
"971","Brock Larson",1977-08-23,"41","Brainerd, Minnesota","United States",13,"38","Get Sum Athletic Compound / American Top Team","Welterweight","character(0)","character(0)","5","11"
"972","Tim Hague",1983-09-05,"2017-06-18","Boyle, Alberta","Canada",18,"103","UFC Gym Edmonton","Heavyweight","The Thrashing Machine","The Thrashing Machine","6","4"
"973","Kyle Bradley",1982-08-19,"36","Denham Springs, Louisiana","United States",12,"38","Team Voodoo","Welterweight","character(0)","character(0)","5","10"
"974","Yoshiyuki Yoshida",1974-05-10,"44","Tokyo","Japan",13,"38","Right Thing Academy","Welterweight","Zenko","Zenko","5","11"
"975","Denis Kang",1977-09-17,"41","Vancouver, British Columbia","Canada",13,"50","American Top Team","Middleweight","character(0)","character(0)","5","11"
"976","Tim Credeur",1977-07-09,"41","Lafayette, Louisiana","United States",17,"50","Gladiators Academy","Middleweight","Crazy","Crazy","6","3"
"977","Shane Nelson",1983-11-30,"34","Honolulu, Hawaii","United States",11,"20","BJ Penn's MMA","Featherweight","Sugar","Sugar","5","9"
"978","Mike Ciesnolevicz",1979-10-28,"38","Harrisburg, Pennsylvania","United States",14,"56","Miletich Martial Arts","Light Heavyweight","character(0)","character(0)","6","0"
"979","Matt Veach",1981-05-31,"37","Granite City, Illinois","United States",9,"38","Finney's MMA","Welterweight","character(0)","character(0)","5","7"
"980","Jake O'Brien",1984-09-25,"34","Indianapolis, Indiana","United States",17,"57","Integrated Fighting Academy","Light Heavyweight","character(0)","character(0)","6","3"
"981","Dan Cramer",1985-10-31,"32","Bethel, Connecticut","United States",15,"50","American Top Team","Middleweight","Cosmo","Cosmo","6","1"
"982","Eric Schafer",1977-09-20,"41","Milwaukee, Wisconsin","United States",17,"50","Red Schafer MMA","Middleweight","Red","Red","6","3"
"983","Antoni Hardonk",1976-02-05,"42","Weesp, North Holland","Netherlands",18,"80","Dynamix MMA","Heavyweight","character(0)","character(0)","6","4"
"984","Wilson Gouveia",1978-10-03,"40","Coral Pass, Florida","United States",16,"63","American Top Team","Heavyweight","character(0)","character(0)","6","2"
"985","Junie Allen Browning",1985-05-12,"33","Lexington, Kentucky","United States",12,"38","Legends MMA","Welterweight","Lunatik","Lunatik","5","10"
"986","Roli Delgado",1981-11-22,"36","San Diego, California","United States",17,"20","Westside Fight Team","Featherweight","The Crazy Cuban","The Crazy Cuban","6","3"
"987","Steve Cantwell",1986-12-08,"31","Pahrump, Nevada","United States",16,"50","One Kick's Gym","Middleweight","The Robot","The Robot","6","2"
"988","Luigi Fioravanti",1981-01-22,"37","St. Louis, Missouri","United States",11,"48","Flawless MMA","Middleweight","The Italian Tank","The Italian Tank","5","9"
"989","Steve Bruno",1981-11-03,"36","Pompano Beach, Florida","United States",12,"41","American Top Team","Middleweight","Hollywood","Hollywood","5","10"
"990","Dale Hartt",NA,NA,"Bangor, Maine","United States",12,"29","Team Sityodtong","Lightweight","character(0)","character(0)","5","10"
"991","Justin McCully",1976-02-18,"42","Orange, California","United States",16,"75","Team Punishment","Heavyweight","The Insane One","The Insane One","6","2"
"992","Dustin Hazelett",1986-04-29,"32","Cincinnati, Ohio","United States",15,"29","Team Jorge Gurgel","Lightweight","McLovin","McLovin","6","1"
"993","Hermes Franca",1974-08-27,"44","Fortaleza, Ceara","Brazil",8,"38","Victory MMA","Welterweight","character(0)","character(0)","5","6"
"994","Pete Sell",1982-08-25,"36","Bay Shore, New York","United States",13,"45","Serra-Longo Fight Team","Middleweight","Drago","Drago","5","11"
"995","Keith Jardine",1975-10-31,"42","Albuquerque, New Mexico","United States",16,"50","Jackson-Wink MMA / Mean1 MMA","Middleweight","The Dean of Mean","The Dean of Mean","6","2"
"996","David Bielkheden",1979-06-06,"39","Stockholm","Sweden",12,"38","Allstars Training Center / Brazilian Top Team","Welterweight","character(0)","character(0)","5","10"
"997","Per Eklund",1980-11-12,"37","Stockholm","Sweden",12,"20","Orla","Featherweight","character(0)","character(0)","5","10"
"998","Chris Wilson",1977-06-07,"41","Ribeirao Preto, Sao Paulo","Brazil",15,"29","CW Combat Sports / RMNU","Lightweight","The Professor","The Professor","6","1"
"999","Kevin Burns",1980-03-03,"38","Des Moines, Iowa","United States",14,"38","Grudge Training Center","Welterweight","The Fire","The Fire","6","0"
"1000","Rory Markham",1982-03-25,"36","Bettendorf, Iowa","United States",14,"44","Miletich Martial Arts","Middleweight","character(0)","character(0)","6","0"
"1001","Nate Loughran",NA,NA,"Santa Rosa, California","United States",16,"38","Nor-Cal Fighting Alliance","Welterweight","character(0)","character(0)","6","2"
"1002","Justin Buchholz",1983-08-22,"35","Fairbanks, Alaska","United States",12,"38","Independent","Welterweight","character(0)","character(0)","5","10"
"1003","Dean Lister",1976-02-13,"42","San Diego, California","United States",15,"50","Victory MMA","Middleweight","The Boogeyman","The Boogeyman","6","1"
"1004","Goran Reljic",1984-03-20,"34","Zadar, Dalmatia","Croatia",17,"57","Renbukai Training Center","Light Heavyweight","Ghost","Ghost","6","3"
"1005","Rameau Thierry Sokoudjou",1984-04-18,"34","San Diego, California","United States",12,"57","Team Quest","Light Heavyweight","The African Assassin","The African Assassin","5","10"
"1006","Rich Clementi",1976-03-31,"42","Slidell, Lousiana","United States",11,"29","Team Voodoo","Lightweight","No Love","No Love","5","9"
"1007","Jason Day",1979-03-18,"39","Lethbridge, Alberta","Canada",14,"50","Champion's Creed MMA","Middleweight","Dooms","Dooms","6","0"
"1008","Jonathan Goulet",1979-07-13,"39","Victoriaville, Quebec","Canada",14,"37","Team Legion","Welterweight","The Road Warrior","The Road Warrior","6","0"
"1009","James Irvin",1978-09-12,"40","Citrus Heights, California","United States",16,"50","Reign MMA","Middleweight","The Sandman","The Sandman","6","2"
"1010","Marcus Aurelio",1973-08-18,"45","Fortaleza, Ceara","Brazil",12,"38","Elite Mixed Fighters","Welterweight","Maximus","Maximus","5","10"
"1011","Heath Herring",1978-03-02,"40","Waco, Texas","United States",18,"90","Las Vegas Combat Club","Heavyweight","The Texas Crazy Horse","The Texas Crazy Horse","6","4"
"1012","Jorge Gurgel",1977-01-25,"41","Cincinnati, Ohio","United States",11,"28","Team Jorge Gurgel","Lightweight","J.G.","J.G.","5","9"
"1013","Marvin Eastman",1971-06-08,"47","Las Vegas, Nevada","United States",11,"59","J-Sect MMA",NA,"The Beastman","The Beastman","5","9"
"1014","Corey Hill",1978-10-03,"40","Brookfield, Florida","United States",18,"36","KO Evolution","Welterweight","The Real Deal","The Real Deal","6","4"
"1015","Chuck Liddell",1969-12-17,"48","San Luis Obispo, California","United States",16,"57","The Pit","Light Heavyweight","The Iceman","The Iceman","6","2"
"1016","Eddie Sanchez",1982-04-11,"36","San Diego, California","United States",17,"62","Kings MMA","Heavyweight","The Manic Hispanic","The Manic Hispanic","6","3"
"1017","War Machine",1981-11-30,"36","Las Vegas, Nevada","United States",13,"38","Und1sputed / Purebred","Welterweight","character(0)","character(0)","5","11"
"1018","Matt Arroyo",1982-09-01,"36","Cobleskill, New York","United States",14,"38","Gracie Tampa South","Welterweight","No Regard","No Regard","6","0"
"1019","Roger Huerta",1983-05-20,"35","Austin, Texas","United States",11,"29","Tiger Muay Thai","Lightweight","El Matador","El Matador","5","9"
"1020","Akihiro Gono",1974-10-07,"43","Higashikurume, Tokyo","Japan",11,"38","Grabaka","Welterweight","character(0)","character(0)","5","9"
"1021","Tim Sylvia",1974-03-05,"44","Bettendorf, Iowa","United States",22,"104","Team Extreme / Champions Gym","Heavyweight","The Maine-iac","The Maine-iac","6","8"
"1022","Alvin Robinson",1982-07-16,"36","Denver, Colorado","United States",11,"20","Grudge Training Center","Featherweight","Kid","Kid","5","9"
"1023","Christian Wellisch",NA,NA,"Los Angeles, California","United States",16,"74","American Kickboxing Academy","Heavyweight","character(0)","character(0)","6","2"
"1024","Luke Cummo",1980-04-27,"38","New Hyde Park, New York","United States",14,"38","Serra-Longo Fight Team","Welterweight","character(0)","character(0)","6","0"
"1025","Houston Alexander",1972-03-22,"46","Omaha, Nebraska","United States",14,"55","Grudge Training Center / HIT Squad","Light Heavyweight","The Assassin","The Assassin","6","0"
"1026","Renato Sobral",1975-07-09,"43","Rio de Janeiro","Brazil",14,"57","Babalu's Iron Gym / Kings MMA","Light Heavyweight","Babalu","Babalu","6","0"
"1027","Forrest Petz",1975-09-22,"43","Cleveland, Ohio","United States",11,"50","Strong Style Fight Team","Middleweight","The Meat Cleaver","The Meat Cleaver","5","9"
"1028","Nate Mohr",1983-03-03,"35","Cedar Falls, Iowa","United States",11,"29","Team Curran","Lightweight","character(0)","character(0)","5","9"
"1029","Terry Martin",1980-10-10,"37","Chicago, Illinois","United States",9,"50","Iron Academy","Middleweight","Dangerous","Dangerous","5","7"
"1030","Kalib Starnes",1975-01-06,"43","Surrey, British Columbia","Canada",17,"57","Aegis Athletics","Light Heavyweight","character(0)","character(0)","6","3"
"1031","Din Thomas",1976-09-28,"42","Orlando, Florida","United States",11,"18","American Top Team","Featherweight","Dinyero","Dinyero","5","9"
"1032","Drew Fickett",1979-12-24,"38","Tucson, Arizona","United States",12,"25","Team Scrub","Lightweight","Night Rider","Night Rider","5","10"
"1033","Kuniyoshi Hironaka",1976-06-17,"42","Yamaguchi","Japan",12,"27","Master Japan","Lightweight","character(0)","character(0)","5","10"
"1034","Jason Lambert",1977-09-23,"41","San Diego, California","United States",12,"57","Alliance MMA","Light Heavyweight","The Punisher","The Punisher","5","10"
"1035","David Heath",1976-10-02,"42","Tulsa, Oklahoma","United States",13,"55","Absolute Combat Alliance","Light Heavyweight","The Headhunter","The Headhunter","5","11"
"1036","Logan Clark",1985-02-16,"33","Eyota, Minnesota","United States",16,"50","Minnesota Martial Arts Academy / Rochester MMA","Middleweight","The Pink Pounder","The Pink Pounder","6","2"
"1037","Travis Lutter",1973-05-12,"45","Dallas, Texas","United States",16,"50","Lion's Den Dallas","Middleweight","The Serial Killer","The Serial Killer","6","2"
"1038","Pete Spratt",1971-01-09,"47","San Antonio, Texas","United States",11,"38","Team Spratt / RPBJJ","Welterweight","The Secret Weapon","The Secret Weapon","5","9"
"1039","Scott Smith",1979-05-21,"39","Elk Grove, California","United States",14,"50","Capital City Fighting Alliance","Middleweight","Hands of Steel","Hands of Steel","6","0"
"1040","Charles McCarthy",1980-08-06,"38","Miami, Florida","United States",12,"50","American Top Team","Middleweight","Chainsaw","Chainsaw","5","10"
"1041","Carmelo Marrero",1981-01-26,"37","Douglasville, Pennsylvania","United States",16,"95","American Top Team","Heavyweight","The Fury","The Fury","6","2"
"1042","Tony DeSouza",1974-07-26,"44","Cuzco","Peru",14,"37","Millennia MMA","Welterweight","The Peruvian Savage","The Peruvian Savage","6","0"
"1043","Rory Singer",1976-05-28,"42","Athens, Georgia","United States",16,"50","Hardcore Gym","Middleweight","Outburst","Outburst","6","2"
"1044","Anthony Torres",1978-07-31,"40","Kailua, Hawaii","United States",12,"38","MMA Development","Welterweight","The Crush","The Crush","5","10"
"1045","Jeff Monson",1971-01-18,"47","Miami, Florida","United States",11,"78","American Top Team","Heavyweight","The Snowman","The Snowman","5","9"
"1046","Rob MacDonald",1978-09-05,"40","Mississauga, Ontario","Canada",17,"71","Franco Behring","Heavyweight","character(0)","character(0)","6","3"
"1047","Jorge Santiago",1980-10-09,"37","Rio de Janeiro","Brazil",15,"38","Blackzilians / Jaco Hybrid Training Center","Welterweight","The Sandman","The Sandman","6","1"
"1048","Mike Nickels",1971-12-13,"46","Denver, Colorado","United States",18,"56","Colorado Brazilian Jiu-Jitsu","Light Heavyweight","Big","Big","6","4"
"1049","Jeremy Horn",1975-08-25,"43","Cedar Rapids, Iowa","United States",15,"50","Jeremy Horn's Elite Performance","Middleweight","Gumby","Gumby","6","1"
"1050","Evan Tanner",1971-02-11,"2008-09-05","Amarillo, Texas","United States",14,"50","Hard Knocks Kickboxing","Middleweight","character(0)","character(0)","6","0"
"1051","David Terrell",1978-01-09,"40","California","USA",14,"50","Cesar Gracie Jiu-Jitsu","Middleweight","The Soul Assassin","The Soul Assassin","6","0"
"1052","Dan Christison",1972-04-26,"46","Albuquerque, New Mexico","United States",22,"105","Jackson-Wink MMA","Super Heavyweight","The Sandman","The Sandman","6","8"
"1053","Tom Murphy",1974-11-19,"43","St. Albans, Vermont","United States",16,"57","Tristar Gym","Light Heavyweight","character(0)","character(0)","6","2"
"1054","Marcio Cruz",1978-04-24,"40","Rio de Janeiro","Brazil",18,"57","Gracie Fusion","Light Heavyweight","Pe de Pano","Pe de Pano","6","4"
"1055","Paul Buentello",1974-01-16,"44","Amarillo, Texas","United States",17,"57","Grudge Training Center","Light Heavyweight","The Headhunter","The Headhunter","6","3"
"1056","Jason Von Flue",1975-08-01,"43","Clovis, California","United States",14,"38","Team Live Wire","Welterweight","Livewire","Livewire","6","0"
"1057","Sam Hoger",1980-06-28,"38","Eagle River, Alaska","United States",16,"57","Miletich Martial Arts","Light Heavyweight","Alaskan Assassin","Alaskan Assassin","6","2"
"1058","Nick Thompson",1981-06-23,"37","Minneapolis, Minnesota","United States",15,"38","Minnesota Martial Arts Academy","Welterweight","The Goat","The Goat","6","1"
"1059","Branden Lee Hinkle",1973-07-29,"45","Jefferson, Ohio","United States",16,"71","Hammer House","Heavyweight","The Iron Lion","The Iron Lion","6","2"
"1060","David Loiseau",1979-12-17,"38","Montreal, Quebec","Canada",14,"53","Tristar Gym","Light Heavyweight","The Crow","The Crow","6","0"
