id,name,nickname,url,height,height_inches,weight,reach,stance,is_orthodox,dob,record,record_wins,record_losses,record_draws
818,Steve Kennedy,"""The Steamrolla""",http://www.fightmetric.com/fighter-details/185fb0200a4605e6,"5' 11""",71,170,71,Orthodox,1,"Mar 07, 1983",22-8-0,22,8,0
819,Piotr Hallmann,"""Pletwal""",http://www.fightmetric.com/fighter-details/a3be148af5c7b088,"5' 9""",69,155,71,Orthodox,1,"Aug 25, 1987",15-5-0,15,5,0
820,Fabio Maldonado,"""Caipira de Aco""",http://www.fightmetric.com/fighter-details/1fb80f46d3c105d9,"6' 1""",73,205,75,Orthodox,1,"Mar 17, 1980",22-9-0,22,9,0
821,Kevin Souza,"""Kevin""",http://www.fightmetric.com/fighter-details/6c7020b859c7a3ce,"6' 0""",72,145,74,Orthodox,1,"Oct 17, 1984",19-4-0,19,4,0
822,Gasan Umalatov,"""Cobra""",http://www.fightmetric.com/fighter-details/7a39bbac8cc0fa70,"5' 11""",71,170,71,Orthodox,1,"Sep 11, 1982",15-5-1,15,5,1
823,Bruno Korea,"""Korea""",http://www.fightmetric.com/fighter-details/6c011be66326ad97,"5' 6""",66,135,65,,0,"Jun 28, 1991",4-2-0,4,2,0
824,Paddy Holohan,"""The Hooligan""",http://www.fightmetric.com/fighter-details/6e7c758f5cdec01a,"5' 10""",70,125,69,Orthodox,1,"May 03, 1988",12-2-1,12,2,1
825,Jon Delos Reyes,"""The Heat""",http://www.fightmetric.com/fighter-details/0d0351c20169a499,"5' 6""",66,125,67,Orthodox,1,"Aug 19, 1987",8-5-0,8,5,0
826,Mickael Lebout,"""Ragnar""",http://www.fightmetric.com/fighter-details/c575ab451e3c5b1d,"5' 11""",71,155,73,Orthodox,1,"Aug 16, 1987",14-5-1 (1 NC),14,5,1
827,Aisling Daly,"""Ais the Bash""",http://www.fightmetric.com/fighter-details/e50cd77732d39967,"5' 2""",62,115,64,,0,"Dec 24, 1987",16-6-0,16,6,0
828,Ericka Almeida,,http://www.fightmetric.com/fighter-details/67a992d4cff22466,"5' 6""",66,115,68,,0,"Mar 05, 1989",7-2-0,7,2,0
829,Cathal Pendred,"""The Punisher""",http://www.fightmetric.com/fighter-details/99c7610aa74995d3,"6' 1""",73,170,75,Orthodox,1,"Sep 02, 1987",17-5-1,17,5,1
830,Bubba Bush,"""The Fightin' Texas Aggie""",http://www.fightmetric.com/fighter-details/132505067f08c54d,"6' 0""",72,185,73,Orthodox,1,"Jul 24, 1985",8-3-0 (1 NC),8,3,0
831,Shawn Jordan,"""The Savage""",http://www.fightmetric.com/fighter-details/ca2efc9d7d523c43,"6' 0""",72,260,75,Southpaw,0,"Oct 21, 1984",18-7-0,18,7,0
832,Ruslan Magomedov,"""Leopard""",http://www.fightmetric.com/fighter-details/369e1ce458ef50a6,"6' 3""",75,242,78,Orthodox,1,"Nov 26, 1986",14-1-0,14,1,0
833,Francisco Trevino,"""Sitkayan""",http://www.fightmetric.com/fighter-details/97a6bbe6e6566a94,"5' 9""",69,155,70,Orthodox,1,"Dec 17, 1981",12-2-0,12,2,0
834,Chris Cariaso,"""Kamikaze""",http://www.fightmetric.com/fighter-details/b2e3aca4cd363477,"5' 3""",63,125,63,Southpaw,0,"May 27, 1981",17-8-0,17,8,0
835,Chico Camus,"""The King""",http://www.fightmetric.com/fighter-details/32be4b7f7de1c905,"5' 6""",66,125,66,Orthodox,1,"Jan 26, 1985",14-7-0 (1 NC),14,7,0
836,George Roop,,http://www.fightmetric.com/fighter-details/3c0437fbeda06962,"6' 1""",73,135,72,Orthodox,1,"Nov 10, 1981",15-13-1,15,13,1
837,Katsunori Kikuno,,http://www.fightmetric.com/fighter-details/44470bfd9483c7ad,"5' 8""",68,145,66,Orthodox,1,"Oct 31, 1981",23-8-2,23,8,2
838,Naoyuki Kotani,,http://www.fightmetric.com/fighter-details/bc8f6b42767e28df,"5' 8""",68,155,66,Southpaw,0,"Dec 08, 1981",33-13-7,33,13,7
839,Roger Zapata,"""Viva""",http://www.fightmetric.com/fighter-details/fe5ca7ef93c3f6a7,"5' 11""",71,170,74,Southpaw,0,"May 09, 1986",4-3-0,4,3,0
840,Clay Collard,"""Cassius""",http://www.fightmetric.com/fighter-details/cc900c6a71ed23f3,"5' 11""",71,145,73,Orthodox,1,"Mar 10, 1993",14-7-0 (1 NC),14,7,0
841,Ron Stallings,"""The Choir Boy""",http://www.fightmetric.com/fighter-details/6dd758d34da8d254,"6' 2""",74,170,75,Southpaw,0,"Jan 25, 1983",13-8-0 (1 NC),13,8,0
842,Nazareno Malegarie,"""El Tigre""",http://www.fightmetric.com/fighter-details/d38e8c6ae2dfc051,"5' 8""",68,155,70,,0,"May 16, 1986",28-5-0,28,5,0
843,Sam Stout,"""Hands of Stone""",http://www.fightmetric.com/fighter-details/501b07aec9b8fc2d,"5' 9""",69,155,70,Orthodox,1,"Apr 23, 1984",21-12-1,21,12,1
844,Yves Jabouin,"""Tiger""",http://www.fightmetric.com/fighter-details/b4eeac608fc82f88,"5' 7""",67,135,68,Orthodox,1,"May 30, 1979",20-11-0,20,11,0
845,Elias Silverio,"""Xuxu""",http://www.fightmetric.com/fighter-details/52ba464d9068d871,"5' 11""",71,155,73,Orthodox,1,"Sep 22, 1986",11-2-0,11,2,0
846,Tom Watson,"""Kong""",http://www.fightmetric.com/fighter-details/6809c31286b08d97,"6' 1""",73,185,73,Orthodox,1,"Jul 13, 1982",17-9-0,17,9,0
847,Sirwan Kakai,"""Zohan""",http://www.fightmetric.com/fighter-details/2525a853486ee670,"5' 5""",65,135,66,Orthodox,1,"Oct 03, 1989",12-3-0,12,3,0
848,Roman Salazar,"""El Gallito""",http://www.fightmetric.com/fighter-details/72c4b253d2f5ebf2,"5' 7""",67,135,67,Orthodox,1,"Feb 21, 1988",9-4-0 (1 NC),9,4,0
849,Anthony Christodoulou,,http://www.fightmetric.com/fighter-details/4f11e9ce318ffbcb,"5' 9""",69,155,72,Orthodox,1,"Jul 30, 1987",12-6-0,12,6,0
850,Minotauro Nogueira,"""Minotauro""",http://www.fightmetric.com/fighter-details/ee9d73f4fee9cbdd,"6' 3""",75,240,77,Orthodox,1,"Jun 02, 1976",34-10-1 (1 NC),34,10,1
851,Soa Palelei,"""The Hulk""",http://www.fightmetric.com/fighter-details/60029bcf496bd707,"6' 4""",76,265,81,Orthodox,1,"Jul 12, 1977",22-5-0,22,5,0
852,Hugo Viana,"""Wolverine""",http://www.fightmetric.com/fighter-details/f95381efb3051d81,"5' 6""",66,135,67,Orthodox,1,"Sep 26, 1982",8-4-0,8,4,0
853,Ramsey Nijem,,http://www.fightmetric.com/fighter-details/22aa91e402d0fe1f,"5' 11""",71,155,75,Orthodox,1,"Apr 01, 1988",10-6-0,10,6,0
854,Jessamyn Duke,"""The Gun""",http://www.fightmetric.com/fighter-details/a7ddae0be8b78147,"5' 11""",71,135,73,,0,"Jun 24, 1986",3-3-0 (1 NC),3,3,0
855,Ivan Jorge,"""Batman""",http://www.fightmetric.com/fighter-details/19db7ac26308178f,"5' 9""",69,155,73,Orthodox,1,"Nov 07, 1980",26-5-0,26,5,0
856,Pawel Pawlak,,http://www.fightmetric.com/fighter-details/9310418684bc896f,"6' 0""",72,170,73,Orthodox,1,"Feb 08, 1989",11-2-0,11,2,0
857,Leonardo Mafra,"""Macarrao""",http://www.fightmetric.com/fighter-details/8bbc0cfc01bc1ba1,"5' 10""",70,155,70,Orthodox,1,"Apr 25, 1989",12-3-0,12,3,0
858,Vaughan Lee,,http://www.fightmetric.com/fighter-details/8bb6f4479685bbcc,"5' 6""",66,125,66,Orthodox,1,"Oct 15, 1982",14-11-1,14,11,1
859,Hans Stringer,,http://www.fightmetric.com/fighter-details/523f6ad11dbe9b53,"6' 3""",75,205,73,Orthodox,1,"Jul 06, 1987",22-7-3,22,7,3
860,Paul Redmond,"""Redser""",http://www.fightmetric.com/fighter-details/3f56b99447f00607,"5' 10""",70,145,70,Orthodox,1,"Oct 20, 1986",10-6-0,10,6,0
861,Marcus Brimage,"""The Bama Beast""",http://www.fightmetric.com/fighter-details/81801f57bd0a7c41,"5' 4""",64,135,71,Southpaw,0,"Apr 06, 1985",7-5-0,7,5,0
862,Todd Duffee,,http://www.fightmetric.com/fighter-details/bda04c573563cc2e,"6' 3""",75,260,79,Orthodox,1,"Dec 06, 1985",9-3-0,9,3,0
863,Josh Thomson,"""The Punk""",http://www.fightmetric.com/fighter-details/a566371ba2ad7152,"5' 10""",70,155,71,Orthodox,1,"Sep 21, 1978",21-8-0 (1 NC),21,8,0
864,Igor Araujo,,http://www.fightmetric.com/fighter-details/dbea8c1cb327ab3d,"6' 1""",73,170,77,Orthodox,1,"Dec 06, 1980",25-8-0 (1 NC),25,8,0
865,Ildemar Alcantara,"""Marajo""",http://www.fightmetric.com/fighter-details/7c6e87729e824ef4,"6' 2""",74,185,78,Orthodox,1,"Nov 18, 1982",21-8-0,21,8,0
866,Andrew Craig,"""Highlight""",http://www.fightmetric.com/fighter-details/8a70ceb3edbe757b,"6' 1""",73,170,76,Orthodox,1,"Jan 15, 1986",9-4-0,9,4,0
867,Dan Miller,,http://www.fightmetric.com/fighter-details/d0c29452d3272603,"6' 1""",73,185,74,Orthodox,1,"Jun 30, 1981",14-8-0 (1 NC),14,8,0
868,Darrell Montague,"""Mongoose""",http://www.fightmetric.com/fighter-details/bffeb123b21c9aad,"5' 6""",66,125,67,Southpaw,0,"Nov 03, 1987",13-5-0,13,5,0
869,Mike Swick,"""Quick""",http://www.fightmetric.com/fighter-details/9fe85152f351e737,"6' 1""",73,170,77,Orthodox,1,"Jun 19, 1979",15-6-0,15,6,0
870,Yosdenis Cedeno,"""Pink Panther""",http://www.fightmetric.com/fighter-details/3e61082025db8137,"5' 8""",68,155,69,Orthodox,1,"Feb 12, 1985",10-5-1,10,5,1
871,Eddie Gordon,"""Truck""",http://www.fightmetric.com/fighter-details/8cad40a75e5c97f5,"6' 0""",72,185,76,Orthodox,1,"Jul 22, 1983",8-4-0,8,4,0
872,Joe Merritt,"""Joey Slash""",,,,,,,,,,,,
873,Lewis Gonzalez,"""Lethal""",,,,,,,,,,,,
874,Alan Omer,,http://www.fightmetric.com/fighter-details/f2ad06f1007c481a,"5' 10""",70,145,71,Orthodox,1,"Sep 14, 1988",18-5-0,18,5,0
875,Niklas Backstrom,,http://www.fightmetric.com/fighter-details/39cc64bf0a269db9,"6' 1""",73,145,74,Orthodox,1,"Aug 22, 1989",8-2-0 (1 NC),8,2,0
876,Antonio Dos Santos,"""Junior Alpha""",http://www.fightmetric.com/fighter-details/81b8b3fb019dc69d,"5' 10""",70,185,72,Orthodox,1,"Jul 21, 1988",6-3-0,6,3,0
877,Brian Ebersole,"""Bad Boy""",http://www.fightmetric.com/fighter-details/32ba186f4b0e3267,"6' 0""",72,170,73,Southpaw,0,"Nov 27, 1980",51-17-1 (1 NC),51,17,1
878,Justin Edwards,"""Fast Eddy""",http://www.fightmetric.com/fighter-details/e56daf7725a0b5ab,"5' 10""",70,155,70,Orthodox,1,"Jan 26, 1983",9-5-0,9,5,0
879,Ricardo Abreu,"""Demente""",http://www.fightmetric.com/fighter-details/aa6e591c2a2cdecd,"5' 11""",71,185,73,Orthodox,1,"Apr 27, 1984",5-3-0,5,3,0
880,Leonardo Morales,"""Chimy""",http://www.fightmetric.com/fighter-details/45230be0641f3f53,"5' 8""",68,135,68,Southpaw,0,"Dec 22, 1992",5-2-0,5,2,0
881,Ryan Jimmo,"""The Big Deal""",http://www.fightmetric.com/fighter-details/bc3ec52ef70fc155,"6' 1""",73,205,73,Orthodox,1,"Nov 27, 1981",19-5-0,19,5,0
882,Wendell Oliveira,"""The Machine""",http://www.fightmetric.com/fighter-details/32c03df3c9760069,"5' 10""",70,170,72,Orthodox,1,"Jun 01, 1983",24-9-0,24,9,0
883,Luiz Dutra,"""Besouro""",http://www.fightmetric.com/fighter-details/2153a7f8396a46cc,"5' 11""",71,170,71,Orthodox,1,"May 06, 1982",11-4-1,11,4,1
884,Joshua Sampo,"""The Gremlin""",http://www.fightmetric.com/fighter-details/f65dcb22dada2223,"5' 4""",64,125,64,Orthodox,1,"Jul 24, 1984",11-5-0,11,5,0
885,Costas Philippou,,http://www.fightmetric.com/fighter-details/05560764359161e4,"5' 11""",71,185,73,Orthodox,1,"Nov 29, 1979",13-5-0 (1 NC),13,5,0
886,Mark Munoz,"""The Filipino Wrecking Machine""",http://www.fightmetric.com/fighter-details/179f1948dc234f1f,"6' 0""",72,185,72,Orthodox,1,"Feb 09, 1978",14-6-0,14,6,0
887,Luke Barnatt,"""The Bigslow""",http://www.fightmetric.com/fighter-details/172c2135e70f87b7,"6' 6""",78,185,77,Orthodox,1,"Apr 13, 1988",8-3-0,8,3,0
888,Zhang Lipeng,"""The Warrior""",http://www.fightmetric.com/fighter-details/7b310409440c9102,"5' 11""",71,155,71,Southpaw,0,"Mar 10, 1990",9-9-1,9,9,1
889,Royston Wee,,http://www.fightmetric.com/fighter-details/b9c03e7a4557e542,"5' 7""",67,135,67,Orthodox,1,"Nov 15, 1986",4-1-0,4,1,0
890,Roldan Sangcha-an,"""The Executioner""",http://www.fightmetric.com/fighter-details/57887765f831e228,"5' 4""",64,125,65,Orthodox,1,"Dec 04, 1990",4-2-0,4,2,0
891,Nolan Ticman,,http://www.fightmetric.com/fighter-details/9eb069062a0cfc13,"5' 6""",66,125,69,Orthodox,1,"May 17, 1988",4-3-0,4,3,0
892,Hatsu Hioki,,http://www.fightmetric.com/fighter-details/ef7fa30364cbe7f2,"5' 11""",71,145,70,Orthodox,1,"Jul 18, 1983",27-9-2,27,9,2
893,Lisa Ellis,,http://www.fightmetric.com/fighter-details/77350fd0e6d1dba8,"5' 4""",64,115,62,,0,"Nov 15, 1982",15-10-0,15,10,0
894,Dylan Andrews,"""The Villain""",http://www.fightmetric.com/fighter-details/00debc804e2b1cd4,"6' 1""",73,185,73,Switch,0,"Nov 15, 1979",18-8-0 (1 NC),18,8,0
895,Vik Grujic,"""The Spartan""",http://www.fightmetric.com/fighter-details/1e7483dbff40b84b,"5' 11""",71,170,73,Orthodox,1,"Feb 06, 1977",7-6-0,7,6,0
896,Alptekin Ozkilic,"""The Turkish Delight""",http://www.fightmetric.com/fighter-details/e18a19001a3f7c7d,"5' 5""",65,125,65,Orthodox,1,"Mar 27, 1986",9-4-0,9,4,0
897,Rampage Jackson,"""Rampage""",http://www.fightmetric.com/fighter-details/ffc088e64fab57e9,"6' 1""",73,205,73,Orthodox,1,"Jun 20, 1978",36-11-0,36,11,0
898,David Michaud,"""BullDawg""",http://www.fightmetric.com/fighter-details/49f4b511932f71e9,"5' 9""",69,155,72,Orthodox,1,"Nov 10, 1988",8-2-0,8,2,0
899,Chris Clements,"""The Menace""",http://www.fightmetric.com/fighter-details/e5ecaf884b6da2bc,"5' 10""",70,170,70,Orthodox,1,"Feb 09, 1976",12-6-0 (1 NC),12,6,0
900,Jessica Rakoczy,"""The Ragin'""",http://www.fightmetric.com/fighter-details/ffdeb4fbea09ce75,"5' 7""",67,115,68,Orthodox,1,"Apr 14, 1977",2-5-0 (1 NC),2,5,0
901,Jimy Hettes,"""The Kid""",http://www.fightmetric.com/fighter-details/893d51aaf024eddd,"5' 9""",69,145,71,Southpaw,0,"Jun 09, 1987",11-3-0,11,3,0
902,Mirko Cro Cop,"""Cro Cop""",http://www.fightmetric.com/fighter-details/c32fb8c0f6471a4d,"6' 2""",74,230,73,Southpaw,0,"Sep 10, 1974",31-11-2 (1 NC),31,11,2
903,Seth Baczynski,"""The Polish Pistola""",http://www.fightmetric.com/fighter-details/fd5b6598a3b70c0a,"6' 3""",75,170,74,Orthodox,1,"Oct 26, 1981",18-11-0,18,11,0
904,Izabela Badurek,,http://www.fightmetric.com/fighter-details/4fcf6e0c4e0e6664,"5' 5""",65,115,--,Orthodox,1,"Jul 11, 1991",5-3-0,5,3,0
905,Marcin Bandel,"""Bomba""",http://www.fightmetric.com/fighter-details/5c2ce761399dc9c5,"5' 10""",70,155,70,Orthodox,1,"Oct 10, 1989",13-4-0,13,4,0
906,Rocky Lee,,http://www.fightmetric.com/fighter-details/0d1c163b206e8c5f,"5' 9""",69,145,68,Orthodox,1,"Apr 08, 1987",3-2-0,3,2,0
907,Robert Peralta,"""Problems""",http://www.fightmetric.com/fighter-details/960d6cae8879ba2b,"5' 8""",68,145,71,Orthodox,1,"Mar 14, 1986",18-6-0 (1 NC),18,6,0
908,Justin Jones,"""Lazybones""",http://www.fightmetric.com/fighter-details/9b75954db8db2a08,"5' 11""",71,185,78,Orthodox,1,"Sep 06, 1987",9-2-0,9,2,0
909,Josh Koscheck,,http://www.fightmetric.com/fighter-details/dd37fd509af89f15,"5' 10""",70,170,73,Orthodox,1,"Nov 30, 1977",19-10-0,19,10,0
910,Shayna Baszler,"""The Queen of Spades""",http://www.fightmetric.com/fighter-details/8ef4a91ac694b7ce,"5' 7""",67,135,67,Orthodox,1,"Aug 08, 1980",15-10-0,15,10,0
911,Cain Carrizosa,"""The Insane""",http://www.fightmetric.com/fighter-details/064b7dc68d786254,"5' 8""",68,155,74,Orthodox,1,"Jul 22, 1986",6-2-0,6,2,0
912,Jorge de Oliveira,"""Blade""",http://www.fightmetric.com/fighter-details/ddf3e0ea10ea6d8c,"5' 8""",68,155,71,Orthodox,1,"Jan 22, 1980",7-2-0,7,2,0
913,Bentley Syler,"""Dr. Bolivia""",http://www.fightmetric.com/fighter-details/abd2109bc4cb0291,"5' 4""",64,125,68,Orthodox,1,"Dec 22, 1982",5-1-0,5,1,0
914,Roger Narvaez,"""Silverback""",http://www.fightmetric.com/fighter-details/3a12a2f096a6d975,"6' 3""",75,185,79,Southpaw,0,"Sep 09, 1983",7-2-0,7,2,0
915,Josh Copeland,"""Cuddly Bear""",http://www.fightmetric.com/fighter-details/3aa794cbe1e3484b,"6' 1""",73,265,75,Orthodox,1,"Oct 20, 1982",9-2-0,9,2,0
916,Jake Lindsey,"""The Librarian""",http://www.fightmetric.com/fighter-details/33e00249ef08d3a4,"5' 11""",71,155,71,Switch,0,"Jun 21, 1986",9-3-0,9,3,0
917,Larissa Pacheco,,http://www.fightmetric.com/fighter-details/16b89be2f5c16fba,"5' 7""",67,135,69,Orthodox,1,"Sep 07, 1994",10-2-0,10,2,0
918,Norifumi Yamamoto,"""Kid""",http://www.fightmetric.com/fighter-details/4834ff149dc9542a,"5' 4""",64,135,66,Southpaw,0,"Mar 15, 1977",18-6-0 (2 NC),18,6,0
919,Ruan Potts,"""Fangzz""",http://www.fightmetric.com/fighter-details/7e208569469c8bc8,"6' 2""",74,247,75,Orthodox,1,"Feb 23, 1978",8-4-0,8,4,0
920,Alex Torres,"""Rolo""",http://www.fightmetric.com/fighter-details/e4e0f310b3cf23a8,"5' 10""",70,145,70,Orthodox,1,"May 29, 1988",2-2-0,2,2,0
921,William Patolino,"""Patolino""",http://www.fightmetric.com/fighter-details/ed74afc8b5b47a61,"5' 11""",71,170,75,Orthodox,1,"Jul 01, 1991",8-3-0,8,3,0
922,Cody Gibson,"""The Renegade""",http://www.fightmetric.com/fighter-details/700a674c042b7a96,"5' 10""",70,135,71,Orthodox,1,"Sep 11, 1987",12-6-0,12,6,0
923,Josh Shockley,,http://www.fightmetric.com/fighter-details/1d36f1ac66cf689d,"6' 1""",73,155,74,Orthodox,1,"Nov 15, 1989",11-4-0,11,4,0
924,Patrick Walsh,"""The Beast of the East""",http://www.fightmetric.com/fighter-details/b4c96c3d9139bf0e,"5' 11""",71,185,71,,0,"Nov 28, 1988",5-3-0,5,3,0
925,Rodrigo de Lima,"""Monstro""",http://www.fightmetric.com/fighter-details/a4dc47001f202bcd,"5' 7""",67,155,75,Orthodox,1,"Mar 12, 1991",8-3-1,8,3,1
926,Nick Diaz,,http://www.fightmetric.com/fighter-details/f57a8a52ca401ed9,"6' 1""",73,185,76,Southpaw,0,"Aug 02, 1983",26-9-0 (2 NC),26,9,0
927,Ian McCall,"""Uncle Creepy""",http://www.fightmetric.com/fighter-details/701e057d63c124d9,"5' 5""",65,125,64,Orthodox,1,"May 07, 1984",13-5-1,13,5,1
928,Richardson Moreira,"""Rick Monstro""",http://www.fightmetric.com/fighter-details/9147679e1a4ad4a3,"6' 2""",74,185,72,Orthodox,1,"Mar 31, 1984",7-4-0,7,4,0
929,Andy Enz,"""Lionheart""",http://www.fightmetric.com/fighter-details/993d385f5a475375,"6' 3""",75,185,78,Orthodox,1,"Aug 15, 1991",8-3-0,8,3,0
930,Phil Davis,"""Mr. Wonderful""",http://www.fightmetric.com/fighter-details/902ab9197b83d0db,"6' 2""",74,205,79,Orthodox,1,"Sep 25, 1984",13-3-0 (1 NC),13,3,0
931,Akira Corassani,,http://www.fightmetric.com/fighter-details/3f52ce18fb98008f,"5' 8""",68,145,68,Orthodox,1,"Aug 27, 1982",14-7-0 (1 NC),14,7,0
932,Andy Ogle,"""The Little Axe""",http://www.fightmetric.com/fighter-details/b6c4451cb13c9303,"5' 8""",68,145,69,Orthodox,1,"Feb 16, 1989",9-6-0,9,6,0
933,Stanislav Nedkov,"""Stucky""",http://www.fightmetric.com/fighter-details/1d4bbaabd8b60173,"5' 11""",71,205,71,Orthodox,1,"Dec 09, 1981",12-2-0 (1 NC),12,2,0
934,Shane Howell,,http://www.fightmetric.com/fighter-details/a7de976620f2ed13,"5' 8""",68,125,69,Orthodox,1,"Nov 28, 1983",13-9-0,13,9,0
935,Sean Soriano,,http://www.fightmetric.com/fighter-details/bd5403efbaa445c0,"5' 9""",69,145,70,Orthodox,1,"Oct 06, 1989",8-3-0,8,3,0
936,Matt Van Buren,"""Gutter""",http://www.fightmetric.com/fighter-details/7b39035fae7268b8,"6' 5""",77,205,76,,0,"Jun 12, 1986",7-4-0,7,4,0
937,Tateki Matsuda,"""Tech""",http://www.fightmetric.com/fighter-details/3a524c6700addc24,"5' 7""",67,125,65,Orthodox,1,"Feb 27, 1986",10-7-0,10,7,0
938,Louis Gaudinot,"""Goodnight""",http://www.fightmetric.com/fighter-details/b72a60a0cadff408,"5' 3""",63,125,63,Orthodox,1,"Aug 28, 1984",6-4-0 (1 NC),6,4,0
939,Rodrigo Damm,,http://www.fightmetric.com/fighter-details/a20d7dfaba74c067,"5' 7""",67,155,71,Orthodox,1,"Feb 03, 1980",12-9-0,12,9,0
940,Mats Nilsson,,http://www.fightmetric.com/fighter-details/a9bcf8717dd12532,"6' 1""",73,170,74,Orthodox,1,"Dec 05, 1983",11-4-1,11,4,1
941,Alexis Dufresne,"""Sneaky Zebra""",http://www.fightmetric.com/fighter-details/4ae4049426e0161d,"5' 9""",69,135,68,Orthodox,1,"Aug 31, 1990",5-4-0,5,4,0
942,Mike Rhodes,"""Biggie""",http://www.fightmetric.com/fighter-details/b7ad576b8ae115e6,"6' 1""",73,170,74,Orthodox,1,"Dec 04, 1989",6-4-0,6,4,0
943,Tom Niinimaki,"""Stoneface""",http://www.fightmetric.com/fighter-details/5fceb45939fc0c8a,"5' 9""",69,145,69,Orthodox,1,"Jul 25, 1982",21-8-1,21,8,1
944,Jamie Varner,,http://www.fightmetric.com/fighter-details/a54fc2d6fc224dc3,"5' 8""",68,155,72,Orthodox,1,"Oct 12, 1984",21-11-1 (2 NC),21,11,1
945,Joe Ellenberger,"""Excalibur""",http://www.fightmetric.com/fighter-details/8e8e4487c621aa1c,"5' 9""",69,155,72,Orthodox,1,"Mar 28, 1985",15-2-0,15,2,0
946,Garett Whiteley,"""Goodnight""",http://www.fightmetric.com/fighter-details/129537073431e52e,"6' 0""",72,155,72,Orthodox,1,"Dec 13, 1980",8-3-0,8,3,0
947,Dustin Kimura,"""The Diamond""",http://www.fightmetric.com/fighter-details/fe91d254db77a7fc,"5' 7""",67,135,71,Orthodox,1,"May 21, 1989",12-3-0,12,3,0
948,Brendan Schaub,"""Big Brown""",http://www.fightmetric.com/fighter-details/89a407032911e27e,"6' 4""",76,245,78,Orthodox,1,"Mar 18, 1983",11-5-0,11,5,0
949,Matt Hobar,"""The Crowbar""",http://www.fightmetric.com/fighter-details/b57edace7b647f07,"5' 10""",70,135,70,Southpaw,0,"Jan 07, 1987",9-3-0,9,3,0
950,Matt Wiman,,http://www.fightmetric.com/fighter-details/eb29176b03dfa888,"5' 10""",70,155,68,Orthodox,1,"Sep 19, 1983",16-7-0,16,7,0
951,Isaac Vallie-Flagg,,http://www.fightmetric.com/fighter-details/c295de4e10acd4c9,"5' 8""",68,155,68,Orthodox,1,"Apr 08, 1978",14-6-1,14,6,1
952,Yves Edwards,,http://www.fightmetric.com/fighter-details/5f04e3d58d9ce982,"5' 9""",69,155,73,Southpaw,0,"Sep 30, 1976",42-22-1 (1 NC),42,22,1
953,Juan Puig,"""Fenix""",http://www.fightmetric.com/fighter-details/85d0fafb8b75d634,"5' 9""",69,145,72,Orthodox,1,"Apr 23, 1989",11-4-0,11,4,0
954,Chris Heatherly,"""Stump""",http://www.fightmetric.com/fighter-details/bad8be5827ea1bf1,"5' 9""",69,155,68,Orthodox,1,"Nov 24, 1987",9-3-0 (1 NC),9,3,0
955,Humberto Brown,"""El Gato Negro""",http://www.fightmetric.com/fighter-details/e9e7e1c8ff289e1b,"5' 10""",70,145,71,,0,"Nov 03, 1984",4-5-0,4,5,0
956,Rodolfo Rubio,"""Fito""",http://www.fightmetric.com/fighter-details/c4731f43693b96b8,"5' 5""",65,145,66,Orthodox,1,"Jan 29, 1987",12-8-1,12,8,1
957,Charlie Brenneman,"""The Spaniard""",http://www.fightmetric.com/fighter-details/98f6da59d765ec94,"5' 10""",70,155,72,Orthodox,1,"Feb 09, 1981",19-8-0,19,8,0
958,Tim Gorman,"""The Psycho""",http://www.fightmetric.com/fighter-details/c10eb2f12c489f6d,"5' 5""",65,135,68,Southpaw,0,"Apr 29, 1983",9-4-0,9,4,0
959,Wagner Silva,"""Wagnao""",http://www.fightmetric.com/fighter-details/fb79582c410d049e,"6' 0""",72,170,71,Orthodox,1,"Feb 07, 1987",3-3-0,3,3,0
960,Vagner Rocha,"""Ceara""",http://www.fightmetric.com/fighter-details/d403b1a6f278c95e,"5' 10""",70,155,73,Orthodox,1,"Jun 06, 1982",11-4-0,11,4,0
961,Guto Inocente,,http://www.fightmetric.com/fighter-details/e7fe5315b1efeb92,"6' 3""",75,205,77,Orthodox,1,"May 29, 1986",6-4-0,6,4,0
962,Luke Zachrich,,http://www.fightmetric.com/fighter-details/2284092f8b63273b,"6' 2""",74,185,74,Orthodox,1,"Dec 19, 1981",14-4-0,14,4,0
963,Jumabieke Tuerxun,"""Leopard""",http://www.fightmetric.com/fighter-details/1ed32eaaba9ffe10,"5' 7""",67,135,67,Orthodox,1,"Apr 17, 1986",17-3-1,17,3,1
964,Fabricio Camoes,"""Morango""",http://www.fightmetric.com/fighter-details/7abe471b61725980,"5' 10""",70,155,73,Orthodox,1,"Dec 23, 1978",14-9-1,14,9,1
965,Bruno Santos,"""Carioca""",http://www.fightmetric.com/fighter-details/da1d8d76404bb6b5,"5' 9""",69,185,69,Orthodox,1,"Jul 17, 1987",14-2-0,14,2,0
966,Anthony Njokuani,"""The Assassin""",http://www.fightmetric.com/fighter-details/6bf5a7d3e081ade2,"6' 1""",73,155,75,Orthodox,1,"Mar 01, 1980",16-9-0 (1 NC),16,9,0
